ticker,date,direction,confidence,risk,instrument,url,title,entry_date,exit_date,days_held,entry_px,exit_px,pnl,ret,exit_reason
MSFT,2026-04-26,bullish,0.7,2.0,stock,https://www.fool.com/investing/2026/04/26/morningstar-says-software-stocks-havent-been-this/,Morningstar Says Software Stocks Haven't Been This Undervalued In 3 Years. These 3 Look Like Good Deals.,2026-04-27,2026-06-05,28,422.7974,416.67,-159.36,-0.0155,trailing_stop
TSM,2026-04-29,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/29/4-stocks-primed-to-benefit-from-the-7-trillion-dat/,4 Stocks Primed to Benefit From the $7 Trillion Data Center Build-Out,2026-04-30,2026-06-05,25,398.2028,415.17,543.95,0.0679,trailing_stop
MRVL,2026-04-29,bullish,0.7,6.0,stock,https://www.fool.com/investing/2026/04/29/marvell-vs-micron-which-ai-chipmaker-is-the-better/,Marvell vs. Micron: Which AI Chipmaker Is the Better Buy Right Now?,2026-04-30,2026-06-05,25,160.5003,263.47,2850.64,0.4984,trailing_stop
CF,2026-04-12,bullish,0.7,5.0,stock,https://www.fool.com/investing/2026/04/12/cf-industries-shares-fell-nearly-10-is-the-stock-a/,CF Industries' Shares Fell Nearly 10%. Is the Stock a Buy Now?,2026-04-13,2026-06-08,39,124.8447,109.45,-852.42,-0.1242,trailing_stop
AAPL,2026-04-21,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/21/why-apple-stock-could-soar-with-john-ternus-at-the/,Why Apple Stock Could Soar With John Ternus at the Helm,2026-04-22,2026-06-09,33,268.0878,290.55,889.9,0.0972,trailing_stop
ADBE,2026-04-22,bullish,0.7,5.0,stock,https://www.fool.com/investing/2026/04/22/adobe-just-announced-a-huge-stock-buyback-program/,"Adobe Just Announced a Huge Stock Buyback Program. Should You Buy the Stock, Too?",2026-04-23,2026-06-09,32,245.1249,237.88,-209.53,-0.0305,trailing_stop
LLY,2026-04-16,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/16/prediction-this-1-thing-could-cement-eli-lillys-le/,Prediction: This 1 Thing Could Cement Eli Lilly's Leadership in the Billion-Dollar Weight Loss Drug Market,2026-04-17,2026-06-18,43,918.7178,1098.57,1490.77,0.1862,trailing_stop
LMT,2026-04-25,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/25/got-10000-lockheed-martin-could-be-a-defense-power/,"Got $10,000? Lockheed Martin Could Be a Defense Powerhouse That Outlasts Trump's Term",2026-04-27,2026-06-22,38,514.564,493.6,-333.94,-0.0417,trailing_stop
DOCN,2026-04-28,bullish,0.7,7.0,stock,https://www.fool.com/investing/2026/04/28/meet-ai-stock-obliterating-magnificent-seven-2026/,"Meet the Unstoppable Artificial Intelligence (AI) Stock Obliterating Every Member of the ""Magnificent Seven"" in 2026",2026-04-29,2026-06-22,36,96.8267,166.24,3055.96,0.6678,trailing_stop
DOCN,2026-04-30,bullish,0.7,7.0,stock,https://www.fool.com/investing/2026/04/30/prediction-this-under-the-radar-artificial-intelli/,Prediction: This Under-the-Radar Artificial Intelligence (AI) Stock Could Be a Multibagger by the End of 2027,2026-05-01,2026-06-22,34,99.109,166.24,2880.21,0.6294,trailing_stop
BN,2026-04-18,bullish,0.75,4.0,stock,https://www.fool.com/investing/2026/04/18/this-alternative-asset-manager-is-one-of-the-best/,This Alternative Asset Manager Is One of the Best Long-Term Holds in Finance,2026-04-20,2026-06-24,45,46.4164,42.93,-685.01,-0.076,trailing_stop
DUOL,2026-04-12,bullish,0.8,7.0,stock,https://www.fool.com/investing/2026/04/12/heres-why-i-bought-growth-stock-after-83-plunge/,Here's Why I Bought This Glorious Growth Stock After Its 83% Plunge,2026-04-13,2026-06-25,51,90.2251,119.94,1782.92,0.3117,trailing_stop
VZ,2026-04-18,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/18/why-i-love-this-dividend-stock-and-its-6-yield/,Why I Love This Dividend Stock and Its 6% Yield,2026-04-20,2026-06-29,48,46.6366,44.1,-506.44,-0.0553,trailing_stop
DUOL,2026-04-26,bullish,0.75,6.0,stock,https://www.fool.com/investing/2026/04/26/is-duolingo-the-best-bargain-of-2026/,This Once-Loved Growth Stock Is Down Hard From Its Highs -- Is Duolingo the Best Bargain of 2026?,2026-04-27,2026-06-29,43,102.5494,116.03,1001.93,0.1557,trailing_stop
ABBV,2026-04-22,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/22/should-you-forget-pfizer-and-buy-this-pharma-stock/,Should You Forget Pfizer and Buy This Pharma Stock Instead?,2026-04-23,2026-07-10,53,201.251,248.08,1855.75,0.2028,trailing_stop
BEPC,2026-04-29,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/29/the-best-x-renewable-energy-stocks-to-buy-and-hold/,The Best 2 Renewable Energy Stocks to Buy and Hold for Decades,2026-04-30,2026-07-10,48,35.7657,35.07,-163.63,-0.0204,trailing_stop
TROW,2026-04-12,bullish,0.7,4.0,stock,https://www.fool.com/investing/2026/04/12/wall-street-analysts-say-sell-on-this-stock-heres/,Wall Street Analysts Say Sell on This Stock. Here's Why They're Wrong.,2026-04-13,2026-07-13,62,91.6315,113.65,1615.07,0.2017,trailing_stop
KO,2026-04-05,bullish,0.8,2.0,stock,https://www.fool.com/investing/2026/04/05/wall-street-worry-cheap-warren-buffett-stock-buy/,"While Wall Street Worries, This Cheap Warren Buffett Stock Is a Screaming Buy",2026-04-06,2026-07-17,71,76.7166,81.56,798.84,0.0621,end_of_data
V,2026-04-15,bullish,0.7,3.0,stock,https://www.fool.com/investing/2026/04/15/bargain-hunting-alert-these-3-blue-chip-stocks-are/,Bargain-Hunting Alert: These 3 Blue Chip Stocks Are Trading Near Their 52-Week Lows,2026-04-16,2026-07-17,63,316.6663,358.56,1234.77,0.1349,end_of_data
PG,2026-04-19,bullish,0.7,2.0,stock,https://www.fool.com/investing/2026/04/19/the-smartest-dividend-stocks-to-buy-with-2000-righ/,"The Smartest Dividend Stocks to Buy With $2,000 Right Now",2026-04-20,2026-07-17,61,146.2061,149.98,255.2,0.0248,end_of_data
AXP,2026-04-27,bullish,0.7,2.0,stock,https://www.fool.com/investing/2026/04/27/financial-stock-wins-interest-rate-rise-fall-axp/,The Financial Stock That Wins Whether Interest Rates Rise or Fall,2026-04-28,2026-07-17,55,322.0217,355.35,1120.47,0.1088,end_of_data
SOFI,2026-04-30,bullish,0.7,6.0,stock,https://www.fool.com/investing/2026/04/30/sofi-stock-looks-oversold-time-buy-the-dip/,"Down 42%, SoFi Technologies Stock Looks Oversold. Time to Buy the Dip?",2026-05-01,2026-07-17,52,16.2512,17.28,356.02,0.0622,end_of_data
